,users,yields,followers
55581,APOLLO_INVEST,22.44,0
55582,rbird8,-123.46,2
55583,Shisui,2.3,3
55584,vBarabashka,-38.85,30
55585,Mr_Inbetween,-10.68,2
55586,VasilevSsss,-1.66,0
55587,sanekkotel,36.23,1
55588,investorSoul,27.17,1
55589,helen511,34.81,0
55590,Zan39,6.29,3
55591,Brag,30.08,31
55592,AlexeevAV,37.19,34
55593,ludio_ludius,-11.6,1
55594,VoranHL,25.19,12
55595,FinanBlogger,32.36,2152
55596,KroJI,-48.36,11
55597,Allayrov.Z.Z.l,21.78,1
55598,Mray,-12.08,0
55599,Scrudge_McPadla,59.11,26
55600,ViVi_ronika,0.0,0
55601,Kuziama,41.58,5
55602,Mironio71,7.95,0
55603,mirpok,-151.09,8
55604,Stanislavmg,14.63,5
55605,Dimarik_37,-29.4,3
55606,Pedagogical.07,-0.01,0
55607,Ked323,-62.25,2
55608,Ritik_,16.83,5
55609,Shramodel,-9.73,4
55610,mms11,-57.85,0
55611,Yaroslavzz,-7.96,158
55612,Ull13,-29.14,0
55613,Dakariya,-0.32,5
55614,Goldgeux,-0.21,0
55615,Dissapiontment,-1.95,0
55616,JaBergTon,15.13,3
55617,da267rk,-4.62,110
55618,Michael_Matt,-100.41,2
55619,atr74,15.35,35
55620,AndrewStrong,-76.6,3
55621,RamikRamik,-102.61,2
55622,SFA3,124.04,542
55623,AfanasevRI,-219.9,0
55624,Mio_Rik,0.0,0
55625,GetRi4,27.12,0
55626,GoldenWolf,-131.64,5
55627,NoClk,0.0,0
55628,EvgenKst,29.81,30
55629,Ilya_TM,-79.93,0
55630,Ozonic,26.1,4
55631,dims777,-2.5,7
55632,i_study_,2.56,2
55633,Hayp,-100.73,1
55634,Valstars,40.88,7
55635,angelvoploti,-53.56,3
55636,Yoshinoya,7.66,0
55637,Perseverance2021,149.02,264
55638,le_hold,1.36,0
55639,Monkeytreder,7.92,161
55640,dvnksz,-1.41,0
55641,nevrotik78,-16.33,6
55642,KLMmos,0.0,828
55643,Spender81,10.55,1
55644,MrArchibald,-6.54,2067
55645,BOEVOiAlbanes,-0.83,2
55646,Memolog1k,-0.22,354
55647,LiWeFaN,-27.4,7
55648,AntON729,176.5,34
55649,PrincessElizabeth,-112.94,39
55650,Awelone,11.24,0
55651,vilysov,13.7,0
55652,crotssv,-153.31,3
55653,TheKoshelev,152.26,0
55654,Space__Cadet,35.29,2
55655,Inko,92.13,5
55656,hakkapeliita,0.0,0
55657,YOSY.investing,22.11,4
55658,ofatu,-21.93,9
55659,iliaantonov,-0.66,163
55660,go_rich,47.85,8
55661,YakovlevNN,23.86,0
55662,zOnG_8,-9.12,0
55663,ssFaKa,-65.87,0
55664,VoyushiySkvoznyak,29.46,2
55665,Durrrak,8.83,0
55666,Chlapacoin,-205.77,45
55667,ViktorioV,-316.53,1
55668,Llarisa,23.16,9
55669,Sinega379,3.5,5
55670,000VASILISKA000,-39.2,27
55671,Riv1982s,28.99,1
55672,VK.Polevoi,22.53,8
55673,Vacantionerrr,-1.7,0
55674,Panin866,-3.13,0
55675,EscobarroFF,-0.04,7
55676,puktut,2.1,0
55677,GhuwsvgyK,-93.17,7
55678,Albert18,-36.39,0
55679,nuhsa,22.24,0
55680,Nandreeva.90,-11.65,6
55681,Vitamin3545,27.97,469
55682,Nigel,-119.23,2
55683,Vakhanaliya,15.4,0
55684,Sergie,0.0,0
55685,GRE4K1,-37.88,0
55686,Vovan_Shors_Filyovskiy,2.41,12
55687,nvest_77,-15.5,11
55688,Sandra_Butko,-72.65,2
55689,TERMIN2492,0.12,0
55690,Schastlivchik828,8.31,5
55691,LasTDictatoR,0.0,0
55692,IgorSalas,31.36,2
55693,cybarka,14.09,0
55694,ilonmusk,28.24,77
55695,kudashovzy,0.53,0
55696,Pervoprohod,19.58,3
55697,Timofeev163,-16.21,59
55698,Poledar,127.01,0
55699,Gusenova.M,55.51,6
55700,Bogdana30,40.75,0
55701,m1rvam,-2.39,9
55702,DEH81,-171.05,2
55703,Vadim569,-1.64,0
55704,Flack_Lorinser,25.02,1
55705,business_only,-10.14,2
55706,Vasso87,23.96,18
55707,kotiki24,104.41,6
55708,kuznetsov.ro,-54.5,1
55709,ANDREY89.01,-2.31,0
55710,creeeper,-212.57,5
55711,chaser4r,-36.77,8
55712,Nataba,56.96,22
55713,Roman_Rnd.61,1.43,11
55714,Migameni,-1.66,3
55715,Boler,-47.99,5
55716,blue_lobster,4.3,5
55717,alex_2105,7.42,0
55718,Wanga03,96.55,0
55719,LYKBATYN,38.82,15
55720,Chudognom,-5.13,0
55721,MaximNag,0.38,6
55722,InvestorTop78,3.07,10
55723,Mihaha77,17.7,0
55724,nightcrawler_,36.79,1
55725,Trugloo,1.96,1
55726,elena7375,17.95,9
55727,Deniss81,48.59,3
55728,Obligacioneer,-24.87,0
55729,NATALeeInvest,0.0,0
55730,Magistr31,17.29,0
55731,XageH,17.05,5
55732,Qwerti197,98.99,0
55733,RuslanSuccessful,0.0,1
55734,Wrx123,-27.12,2
55735,dasytor,-9.94,0
55736,ice__av,-104.5,1
55737,kohan91,5.5,1
55738,DrunkRomantic,0.0,0
55739,Junior7,-265.92,1
55740,alius,19.96,2
55741,MaKiavelli_invest,25.75,1
55742,Dengidel,-40.97,12
55743,tellweb,29.13,1
55744,isaaak,52.73,2
55745,tina_finance,14.54,10
55746,_Kossmos_,-175.38,5
55747,Juzo,14.84,38
55748,BionicUm,4.81,6
55749,Ildar5,10.84,4
55750,spon,-138.7,79
55751,ManikaObLigacia,15.86,0
55752,Dervish555,-13.96,1
55753,DanielBlackcat25,2.28,1
55754,Zapah_izo_rta,40.97,0
55755,sinprit,-35.1,6
55756,Fond_maliby,-86.07,5
55757,loooser_user,18.38,3
55758,Olgaraduga,-0.04,3
55759,lakinfey,-46.68,0
55760,doronin,1.21,91
55761,su.Sis.su,1062.04,4
55762,Reality_Is_Harsh,6.69,17981
55763,Bce_Ha_4epHoe,-3.8,0
55764,Roman_Paluch,-68.47,360
55765,NabiM,-19.88,0
55766,Craz1y7,17.32,0
55767,Bordyug_19,67.09,133
55768,Palagin,3.6,0
55769,King_menin,-135.23,6
55770,SergeyEs,23.42,0
55771,Jendos16,-36.45,2
55772,drenchikkk,30.11,2
55773,7ecret_inve7tor,-21.91,5
55774,IrinaSoro,0.0,0
55775,Pareka,-40.27,4
55776,Sany50,-212.44,22
55777,Baga_163,16.29,4
55778,alex85sam,-0.93,3
55779,Ryuna,-17.66,81
55780,zarfrolov,-244.28,2
55781,max_69,0.0,0
55782,RIK1802,47.35,3
55783,karbofos,31.83,1
55784,Danyel,96.25,2739
55785,iliashch22,128.97,3
55786,Tasha_ne_vasha,24.59,77
55787,Hanud,13.54,13
55788,dm92,9.39,4
55789,Drunk_Electrician,0.75,3
55790,Vladislav0102030405,22.71,0
55791,AlmatZ,-78.19,0
55792,Artem_Bartem,5.44,0
55793,Siblues,83.31,425
55794,gar_i,6.56,3
55795,Dimon_Inc,13.52,395
55796,reqiuem,-27.34,4
55797,Invest_Zavod,-0.9,4
55798,Fedor7777,29.95,2
55799,ludmilushka,0.04,0
55800,Fedos888,-183.44,2
55801,alibert1988,2.03,0
55802,Jenyaaa,60.28,74
55803,Hooligan_009,2.21,22
55804,pilotyaga777,9.93,103
55805,gangstep1,-0.68,0
55806,eversssince,-63.35,0
55807,Radmir90000,2.99,1
55808,Premier63,0.32,4
55809,Dunhill,-20.13,16
55810,CRYO,29.38,4
55811,CNx_Rob,31.49,0
55812,artochilov,-156.63,6
55813,A320,11.03,2
55814,captain_p4ela,8.55,1
55815,yalo11,15.13,0
55816,Mr_Crew,0.0,0
55817,Termj,-1.08,3
55818,Chapay40,-0.21,0
55819,Stocktonskij,-1.45,0
55820,nastyainvestor,19.1,97
55821,13_ivan,147.82,15
55822,arsen_invest,3.72,0
55823,invest0rMW,-37.65,2
55824,dengiproseratel,26.1,11
55825,AtevsR,-6.62,3
55826,_GEO_,36.67,2
55827,ApxoH,49.32,1
55828,colorpride,-6.08,0
55829,Aisha93,-77.07,2
55830,357gold,17.03,5
55831,IvanShelohvostov,17.29,1
55832,Kebzu,-8.71,2
55833,swweha,0.0,0
55834,pushka96,12.78,0
55835,_v.potapenko_,20.9,1
55836,dorikbo,149.21,0
55837,Allari,-175.6,0
55838,Nata1954,34.52,1
55839,fastrabbit,0.0,0
55840,Spelkin,49.22,156
55841,AlexProInvest36,26.56,4
55842,big_dollar,5.52,1
55843,KoGaara,51.71,2
55844,Azatya,-33.39,0
55845,termit182,8.99,1
55846,margo_extreme,37.41,1
55847,stepkacorporation,22.73,0
55848,GoldenBigBadyCat,-4.37,4
55849,LexXxuS87,-7.5,0
55850,AKhalet,78.1,5
55851,vavan315,-98.62,11
55852,Whoisipi,0.0,0
55853,Fedjj,-208.7,4
55854,dimonmillion100,-25.56,21
55855,investproba,-17.3,8
55856,ZaharAlexandrovich,-1.05,0
55857,NoExpInv,37.13,7
55858,Oleg2018,117.81,126
55859,Ignat_off23,167.69,0
55860,HarleyWendyMoon,-14.84,37
55861,Den4ik5555,11.23,2
55862,1335555,-2.78,5
55863,VigVam558,-13.44,0
55864,Marakumo,0.77,3
55865,gendecor,15.13,1
55866,Timetomeat,32.04,1
55867,SerebryanayaPulya,182.4,15
55868,OnPoreshaet.News,-8.45,3
55869,Mamed,3.36,2
55870,happy11,15.01,3
55871,Mercenarus,153.44,17
55872,nightgremlin,30.23,2
55873,RussianWarrenBuffett,-47.0,0
55874,Betty_Spaghetty,16.13,30
55875,ozie,17.28,1
55876,Kate_str,-1.15,10
55877,agamirowv,6.72,1
55878,QualifiedInvestor,-53.12,5
55879,Alexander_ya,16.57,0
55880,1poison,25.84,36
55881,demetrius_13,7.43,0
55882,DenisVV161,0.0,17
55883,BOSS521,-138.41,8
55884,Stas1987,94.21,0
55885,losw,-2.5,0
55886,Johny77plus,860.42,7
55887,OPTIMA919,9.5,0
55888,sga,97.67,2
55889,vovan7527,-16.74,1
55890,Kot9ra_90,10.3,11
55891,Piloryna,-38.18,5
55892,Persona_Grata,23.08,114
55893,Mihatrade,-36.09,12
55894,170779vik,30.48,0
55895,tommek,20.24,1
55896,Eugene_st,164.57,20
55897,1_vann,134.48,2
55898,irinaSh2202,-301.09,12
55899,odvance,35.66,6
55900,Burn_it_slowly,-9.7,0
55901,invman,-19.54,2
55902,Odinweb,-31.07,0
55903,alexkane,54.31,2
55904,artwild,-11.68,0
55905,OlegKir,-42.66,3
55906,graff.94,129.51,0
55907,CyberPunk10,-39.82,24
55908,Okadzaki,-12.76,2
55909,tarelka_supa,-116.57,3
55910,SOTKAPLUS,51.56,6
55911,KevinClark,0.0,0
55912,SMINIYAROV,-4.09,2
55913,unclescrooge123,-98.15,1
55914,KaTrInA8,-1.03,8
55915,Izborsk,21.96,108
55916,Kirill231da,60.13,2
55917,djeihun,84.54,0
55918,AlexKonshin,231.14,13
55919,ms.shovery,0.04,0
55920,Pifa1983,4.48,0
55921,Constantine_K,31.49,12
55922,4FF,29.0,1
55923,Zik22_2,9.9,1
55924,oreshek26,21.3,5
55925,Mr_Q_84,-15.62,36
55926,Baith,0.0,2
55927,oleghv,-19.9,8
55928,slonovya666jopa,3.64,0
55929,Barmalei154,3.86,3
55930,norvein,-50.59,0
55931,Skayt105,-3.52,1
55932,Vplusevsegda,2.38,2
55933,Trade______________F.Alex,-13.5,0
55934,AvdotyaS,-16.16,14
55935,Romsifire,30.82,0
55936,_novostroi_,22.13,1260
55937,MilahkaG,52.72,1
55938,Milli_on_air_E,-97.18,2
55939,Ramasomething,-33.4,4
55940,Don123Don,20.41,1
55941,chernaya_m3,-234.11,7
55942,KapapuS,14.22,417
55943,DONBASSLPR,1.46,10
55944,IvlVas,-23.0,3
55945,Dr.Zool,-2.81,0
55946,dereboza,0.0,0
55947,TilToe,1.65,2
55948,leoni1985,3.16,5
55949,Fraer0k,87.03,0
55950,Maximixam2006,-69.9,0
55951,BennyVinchi,0.0,2
55952,Koriskull,-14.83,7
55953,Pet1er_Parker1,-3.05,0
55954,Sonkei_go,10.92,3
55955,Z_K_R_73,-24.68,93
55956,shimola,50.31,6
55957,lionson,181.17,38
55958,vadyara82,16.36,0
55959,a_true_story,-20.4,186
55960,DinVesting,34.81,174
55961,black2smoke,-62.51,10
55962,Tatala,-109.61,2
55963,MeDBeDb1989,181.8,10
55964,H3770s1gnals,0.0,68
55965,daddys_tramp,3.55,2
55966,bazyu,42.05,0
55967,novichek34,28.58,0
55968,Romalo89,3.9,0
55969,gensiana,-2.49,0
55970,dadayev,25.29,0
55971,luckyluzer,-0.85,5
55972,Kirran,35.83,0
55973,tttry,10.68,6
55974,31415dor,-15.33,0
55975,Globysnk,5.36,0
55976,KMK9,-1.05,0
55977,Mishanik1984,0.0,0
55978,Vltufgh,18.86,7
55979,windpool,-28.43,1
55980,Leida,2.61,7
55981,breeze1,17.92,57
55982,_l.kirill_,0.04,0
55983,Kaspian39,35.23,1
55984,kob,40.52,2
55985,Dimkin,82.09,9373
55986,solomom3,39.85,1
55987,AlmetWoman,-238.94,1
55988,ludomanchik,-39.29,5
55989,Berreiro,-5.73,7
55990,AAP_MOEX,0.67,3
55991,Gymbay,5.29,20
55992,Brosoh,-1.17,0
55993,Xolotl,147.02,0
55994,JeniJysai,5.52,0
55995,RoseEl,5.95,0
55996,Raketa484,0.0,0
55997,Tatalyana,-1.2,3
55998,Py6acuk,12.8,1
55999,Hdushsjajwjwiwij,0.0,0
56000,PLEXIGLAS,51.16,70
56001,ArtemiyFowl,20.57,0
56002,InvestCookies,26.19,69
56003,Darkside0586,101.55,2
56004,AndreyDus,-113.99,1
56005,Bobi_,43.5,10
56006,woolfodav55555,-1.93,0
56007,tblrlik163,-27.91,7
56008,BonFra,-12.49,4
56009,Rocketmax,-80.43,159
56010,Sergey200481,-29.73,0
56011,Olgentrum,7.53,0
56012,cansc,0.0,0
56013,Turevskiy,-38.55,10
56014,berm,-27.27,7
56015,munstad,1.8,5
56016,amperkraft,6.66,5
56017,Mrs_Aliana,42.08,0
56018,PAAY,-12.73,0
56019,Faraon.13,-120.33,1
56020,Nikkent,-0.1,0
56021,krlkhrv,19.94,0
56022,AtlantisZom,0.0,0
56023,ArtemShakrov,2.82,1
56024,Fizik92,-145.81,5
56025,Romanov_in_Life,29.87,0
56026,Alexissmar,15.15,51
56027,kevin007,5.12,8
56028,ILyaMoloD,-25.47,9
56029,sas10000,21.77,18
56030,Estetic0.1,-1.25,0
56031,Happy_Lobster,30.73,1
56032,Pashatriprocenta,30.11,355
56033,Kotinvestor,48.43,29
56034,Snowshu,-222.73,1
56035,abdurahman1,30.65,0
56036,eliseyelik,31.86,3
56037,Ston9ra,-257.12,35
56038,Hancock2k22,-5.52,0
56039,Well123Priyom,-14.83,0
56040,Dispar,87.38,2
56041,Tackoss,16.12,14
56042,5dollars,-32.16,5
56043,Tema048,-66.47,16
56044,amir_rise,5.54,1
56045,72TpakTopucT,-634.66,7
56046,Konstantinos777,-60.0,6
56047,denver163,0.0,0
56048,Stalkerswift,46.36,0
56049,brazzers13,0.0,2
56050,ne_ssy,46.05,0
56051,Dron74.00,239.44,0
56052,300kNSproger,-29.49,2
56053,Semenov.vyucheslav,-5.74,10
56054,Dominga,16.87,4
56055,Rusya_Satenov,69.99,90
56056,TimurKos90,-14.49,1
56057,KhvoOlg,20.4,14
56058,Petrovich_rulit,-74.43,1
56059,Svaider,13.03,5
56060,Tuwa,-51.6,1
56061,_RNS_,0.0,0
56062,kishot,0.0,0
56063,H.Himmler,-6.39,1
56064,rika_schmidt,42.31,0
56065,netdizlaikoff,15.34,4
56066,WD878M96,-61.19,3
56067,NARODNAY163,39.26,2
56068,shef1001,-118.6,1
56069,Kawthar,-30.05,3
56070,leoisko89,-124.63,27
56071,TLaBoss,15.91,620
56072,Rengri,29.55,4
56073,3axaaaaaaap,18.96,0
56074,GriZz1y,-357.26,1
56075,EDUARDMM,14.02,3
56076,Trader_Diary,20.58,70
56077,B_MACKE_UHBECTOPA,-4.68,13
56078,OVEZ1,-50.2,0
56079,t3kn1fe,-9.47,233
56080,AnnaAnna1991,-35.02,16
56081,Artega80,40.37,0
56082,rain7777,0.0,1
56083,vit1000,-91.37,0
56084,LEDEL,-98.92,50
56085,svip08,0.0,0
56086,TimAlmaz,16.19,0
56087,Nun4aku,10.07,2
56088,Freakedout,38.31,2
56089,Pokemon_Bezrukov,29.93,7
56090,Impaler67,34.55,3
56091,artem205,0.0,0
56092,egormataev,10.52,0
56093,Zlatev72,-10.67,7
56094,ABCW,5.33,1
56095,exfrait,-35.16,3
56096,FearGios,38.52,3
56097,Rizoev,-21.02,0
56098,Aleksey_Pisetskiy,28.52,1
56099,Oramir,0.0,0
56100,raspttrn,0.0,0
56101,MHE,36.5,30
56102,prior116,-32.84,0
56103,Dadaniity,13.15,0
56104,ELDAR_KH,-358.83,1
56105,sergio85,15.62,0
56106,TRAND_4_YOU_,-9.87,147
56107,Pivo_vanya,-67.85,4
56108,Nikinvest1337,-11.71,1
56109,overlord_321,2.51,1
56110,InvestrSolomin,35.02,7
56111,saynasilver,-68.51,0
56112,raz_dvak_tg,48.01,2
56113,Anzem,4.49,0
56114,sergeiigorbachev,16.4,0
56115,Profit123,27.53,18
56116,pioneerlive,-133.28,9
56117,skv0r,-32.23,14
56118,amoorkie,-12.88,0
56119,igor1820i,0.0,0
56120,Deadsex,19.97,0
56121,Slava54,7.25,7
56122,Seluel,23.37,3
56123,Elmarsello,88.47,11
56124,sorospulsik,0.0,8
56125,AndFedVik,-3.08,0
56126,Irysiy,0.0,0
56127,Bo.Anna,-31.5,4
56128,daddy0013,-29.49,0
56129,S__Andrei,27.37,1
56130,Moldos,0.0,0
56131,German_Naibullin,77.38,18
56132,easy_stocks,4.98,306
56133,RomanRS77,0.0,0
56134,Ellochka_Ludoedochka,0.37,0
56135,mynameiss,40.24,129
56136,nicko111,4.15,39
56137,Mozzle,0.0,0
56138,NaBuny,-0.1,0
56139,Zhak86reg,11.58,0
56140,MrSerMish,-12.19,0
56141,EdwardGolend,3.92,0
56142,investmnstr,-13.04,0
56143,Konstantinya,9.8,4
56144,Chikago40,5.14,5
56145,Fokins_,-7.47,0
56146,Maximusinvest,24.8,13
56147,KonunG,-144.54,5
56148,AlisaMorina,-18.26,1
56149,SdTatneft,17.96,10
56150,APERmin,23.12,32
56151,porqe,1.53,28
56152,Hecksss,30.58,5
56153,Yoki_3,11.06,1
56154,Lucky_1966,8.71,1
56155,deems_,-50.88,1
56156,Ilya138ru,32.76,10
56157,3Hunna_,-18.65,1
56158,kexibq1,18.82,2
56159,Kitkat1990,22.33,2
56160,MaestroKep,-15.63,0
56161,QuotesUp,22.48,39
56162,VACH04,37.38,3
56163,Valentine1.11,-1.37,7
56164,SaveliyQedrovski,-96.57,12
56165,KotyaBergamotya,-15.6,1
56166,Dr.OLD,14.54,1
56167,IvanIgorevich,28.94,14
56168,INVESTOMATIKA,19.03,8717
56169,YrallSochi,-20.36,29
56170,Prespero87,-0.49,2
56171,melomash,27.64,9
56172,FullHouse42,6.87,0
56173,Yosoyivan,10.78,0
56174,kaza4ok_7734,18.3,2
56175,orfos_it,39.62,17
56176,Marcos88,183.42,6
56177,2do,23.92,1
56178,Stoop,26.29,3
56179,loknor,19.32,3
56180,Medinium,22.2,5
56181,olod,3.84,1
56182,Vadeuss,-1.23,5
56183,Yakushant,0.62,4
56184,Dima467,-0.78,2
56185,LADYRUBLE,-238.63,8
56186,Dmitriy132,7.01,2
56187,winslove,0.0,0
56188,RangerMorkovka,27.99,0
56189,kazachok66,0.0,12
56190,EDr1k,0.65,0
56191,Flax1111,7.22,0
56192,Fedorov_official,38.78,8
56193,Aryandes,-43.83,2
56194,Sairem,-29.05,26
56195,Mr.iolop,13.14,0
56196,B.Kinder,4.44,0
56197,RUSL_DAV,-38.65,2
56198,TP_Yurist,40.01,46
56199,PW__investing,9.19,1610
56200,Top_Investor_Alexander,24.09,4
56201,aurochs,13.48,59
56202,Ormangi,49.02,143
56203,Mudartew,26.66,0
56204,Jack4.0,-7.1,0
56205,INVESTMENTS41,1.86,0
56206,Torop41k,21.26,7
56207,sss7828,0.0,0
56208,Aaangel_,10.88,147
56209,Kizaki,-367.87,65
56210,baksbann,-2.11,2
56211,Funkcional,-50.21,32
56212,ycpycb3ApycbU3Ara3,-109.84,96
56213,WRXSTIII,0.32,2
56214,kakmoney,2.99,1
56215,Ilya777744,5.12,0
56216,zlk,321.18,0
56217,Kavasaki980,-31.86,3
56218,Andanvanderman,5.42,0
56219,Pro100mogu,-96.26,4
56220,Mr_nature,-159.0,12
56221,IllarionovAlexey,8.53,10
56222,semenovfromrus,-279.25,6
56223,AnyaLis,4.62,2
56224,izeg,-213.81,2
56225,Informka,21.07,253
56226,gagarin1204,2.23,0
56227,koplunanovymikroavtobus,37.4,5
56228,DJonik93r,54.65,3
56229,Poneditel,19.47,0
56230,piersaygon,5.41,0
56231,Reallyinvestments,0.06,9
56232,Musa_IzmailoFF,0.0,0
56233,LJein,-21.36,2
56234,Dagi55555,33.23,388
56235,___Mr_Wish___,-61.58,131
56236,Povar9924,52.23,0
56237,Investorovich,52.3,1
56238,D.F.T,-112.95,2
56239,A.Barkhatov,29.17,29
56240,Starplayer,32.31,3
56241,_Homyak_ZarezaL_Losya_,-47.24,27
56242,Eniden_Nedine,24.4,3
56243,Nikitos76,-5.05,4
56244,R.dzhaamolov,41.62,1158
56245,noname_124732,-4.59,0
56246,ASCapital,-30.79,0
56247,tagig,-43.57,4
56248,Rashiritel,21.79,1
56249,ogre,2.85,5
56250,Yulich_39rus,134.0,0
56251,Ushakov_Kirill,5.06,5
56252,Newhite,0.0,0
56253,Jack8888,0.0,2
56254,KULT069,49.69,1
56255,artemkoryanov,-27.41,5
56256,KOTJIETA_B_PAKETE,-283.01,15
56257,trin.trigg,-17.33,1
56258,Eremej,-18.02,8
56259,Zzzvvvzzza,0.0,0
56260,CBBb,-2.33,0
56261,KarlXVI,-28.81,11
56262,homie_08,-245.04,2
56263,Porodnov_Maxim,3.38,3
56264,Connektor54,55.74,0
56265,Vladpira,17.47,11
56266,n9poka,22.39,4
56267,SoliJ,41.25,9
56268,AntelopeGold,32.3,7
56269,Dreamcatcher,3.23,0
56270,husainov2020,2.62,0
56271,zhizhlenkov,-25.63,1
56272,jorik1980,23.86,12
56273,atisg,-7.56,60
56274,black0078,-65.89,1
56275,Silt_Strider,1.02,8
56276,Umberto888,3.78,3
56277,Irek56,0.0,0
56278,Maks__86,-69.62,96
56279,MyBestPrice,-63.89,4
56280,Hvat,-15.89,45
56281,Evgen688,-5.48,0
56282,Maksimz77,-12.46,0
56283,Ty104,136.76,818
56284,Valerik22,-137.09,0
56285,_Siberian,-37.52,3
56286,evkul,-50.64,2
56287,ScroogeMcDuck01,1.88,0
56288,rus74karate,-0.57,105
56289,Dryurik,1.65,231
56290,H8p3opl3,0.39,9
56291,baronseregadrozd1982,-21.54,1
56292,Vermes,24.11,7
56293,skyidi,-69.98,1
56294,Ma_river,20.25,0
56295,Xacku13,39.11,6
56296,IvanMonamo,11.55,0
56297,MartyMacfly1983,1.21,1
56298,erilto,-57.6,0
56299,NudnyPensioner,44.55,14
56300,Ceili,35.56,1
56301,Boss_Tuaev,4.27,0
56302,Cifra1,6.84,6
56303,FerrariBelfort,0.0,0
56304,RealtoRussia,-92.79,673
56305,sancrit,23.2,0
56306,Mary_Minkovets,10.49,3
56307,CashPo,35.7,0
56308,MightyFrog,121.4,24
56309,v.s.korotkov,11.96,6
56310,Jker13,21.9,1
56311,Dealing_Art,26.35,234
56312,Evgenof,36.75,15
56313,AmmosNik,3.79,2
56314,Elena26r,8.61,55
56315,SpAAm,-6.66,1
56316,Hippo767,48.71,48
56317,Lamantin1983,8.14,98
56318,Lisek73,-133.05,0
56319,U4itel_Matematiki,-14.52,8
56320,Alex_Tse,-5.68,95
56321,Lektor879,60.74,10
56322,Alex_ya01,-3.23,0
56323,KurskikhTrading,-202.53,0
56324,Inv_baby.bo,19.7,1
56325,Mia888,-8.7,1
56326,sneish21,-6.74,14
56327,bloknotmoi,71.98,3
56328,KochnevKirill,-20.22,1
56329,olya5230,-58.51,4
56330,Sparda17,19.15,0
56331,moldawanka,-40.72,3
56332,Gornyak124,30.54,60
56333,Timon_300iq,30.18,1
56334,sllvv,12.95,7
56335,valeri1970,1.39,1
56336,Char_K,-48.39,4
56337,den1skofar,-0.4,11
56338,Vladkras,-18.09,557
56339,Nik195,-7.63,1
56340,Trader152,-168.59,7
56341,_San_Sanych,30.67,5
56342,AlexAD,38.66,439
56343,LipRos,29.96,2
56344,skxjxxj,-0.05,0
56345,Bekbulat,-6.31,0
56346,70511,19.72,41
56347,hols,-29.36,8
56348,Noki23,40.21,17
56349,Aleks174ru,-4.04,0
56350,OstapBenderSpb,90.41,53
56351,qm1r,-99.61,37
56352,percent,200.92,1
56353,Tha_Nix,22.09,4
56354,Grede,-5.88,1
56355,Vitaho,-221.69,23
56356,ShaliShishan,6.52,1
56357,S112,-108.65,1
56358,Fokasobaka,40.66,2
56359,Nismo1985,4.97,21
56360,Jensalil,70.71,5
56361,SVDOA2,0.56,2
56362,ED1974,64.35,0
56363,kuralesovleonid,19.17,3
56364,Jyrik0401,7.07,0
56365,Faktorial21,34.77,6
56366,Yurech,68.46,28
56367,ExperementatoR,-9.98,5
56368,korento,161.83,12
56369,Mistivul,0.0,0
56370,Great_trader,-116.22,9
56371,Panterko_74,-23.47,18
56372,sergo14,86.67,10
56373,dj125,2.49,14
56374,nakoval,-100.2,22
56375,kireevmd,27.85,2
56376,you_want_to_be_nonchalant,-73.45,2
56377,v_l_a_d13,-54.73,2
56378,Mhanergy,-532.3,1
56379,SharkTheLobster,19.19,4
56380,dimadim22,-4.49,5
56381,EighteenRains,55.35,4
56382,CryptoFinanceRussia,5.58,0
56383,pashkus,-11.19,1
56384,Goodwin.photo,32.39,29
56385,jcuf13,-79.0,0
56386,MoneyFrogBoy,-39.1,18
56387,MikhailUv,-7.09,20
56388,PromaTap,15.44,1
56389,Bogdan_98,5.58,0
56390,Max_Koshelev,52.34,7
56391,Skylen,-29.66,2
56392,mamukhin,87.26,3
56393,Tsarstvuyu,0.94,0
56394,AlenaLu1304,0.0,0
56395,Zolk,0.0,0
56396,Arturnvrsk,0.0,0
56397,ZavyD77,42.76,1
56398,Sharky2561,-127.94,1
56399,AMH,4.85,2
56400,masya777,17.76,1
56401,xjarlax,-414.59,3
56402,rrh_23,11.93,3
56403,hyena77,-6.98,4
56404,1lexx,-100.0,13
56405,med46,0.0,0
56406,RanisXabib,33.87,0
56407,Dinkerk,-68.28,2
56408,Eventus,6.15,0
56409,Thyt,-11.69,8
56410,Error_of_nature,-6.2,66
56411,ilya_290,27.14,1
56412,Neo770,-24.73,22
56413,Goshanishe,12.71,8
56414,invest_storm,-0.28,54
56415,yuriselyakov,-112.02,7
56416,Askiya,45.05,1
56417,Axaxaxaxaxaxaaxax,-76.08,9
56418,BatrakovIvan,18.19,7
56419,archi_i,-20.56,0
56420,Salah009,0.0,0
56421,MoneyManifesto,22.68,157
56422,Dark_Elf,-64.56,1
56423,ProektInvest,15.1,11
56424,GHOST34RUS,203.26,1
56425,Masterser63,2.34,4
56426,ssattaro,-395.26,6
56427,Kozytenko,28.5,5
56428,Sasha_Harley,-14.23,0
56429,neoufs,53.17,11
56430,AlfaRomeo.GB,28.43,0
56431,Munakata_reisi,-9.81,0
56432,finman_88,53.63,1
56433,KulaginPavel1982,25.63,1
56434,evvkkaa_k,2.25,13
56435,ghb,12.64,33
56436,CheLC,32.12,1
56437,prohor2282,1.21,0
56438,Optimist.7,33.13,4
56439,neamerikanec,28.04,0
56440,VladosL,3.34,0
